NAME,INTERNET,READ_PHONE_STATE,ACCESS_NETWORK_STATE,WRITE_EXTERNAL_STORAGE,READ_SMS,ACCESS_WIFI_STATE,RECEIVE_BOOT_COMPLETED,WRITE_SMS,SEND_SMS,RECEIVE_SMS,VIBRATE,ACCESS_COARSE_LOCATION,READ_CONTACTS,CALL_PHONE,ACCESS_FINE_LOCATION,WAKE_LOCK,WRITE_CONTACTS,CHANGE_WIFI_STATE,WRITE_APN_SETTINGS,RESTART_PACKAGES
66D3DF032D8C4FED2CBBF88F1293F3E6.apk,1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67235B16BC2FAB6836847EA51703E298.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 1
6726709a16a54d457a8d4da73cc45bc5295d7168.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
676d73270dfd198a8d7867e1df243dbb9b0e102e.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
67D85DFE26CDA45402CDAC3456D8A863.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
691f71c3cae19547df2a879789cc0b34.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69B9691A8274A17CDC22E9681B3E1C74.apk,0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69be497da755a8259af5cdeda4ac0c9de67a81e2.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6A300DED487671EF39388B8D28927A83.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6b0fa323d01fb7c363c9fcb9948812a1.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
6b26dd8548bad85e2b4bbf2650dc3c5879abc029.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6BAE149BC65576831AC635A23938BE36_smartphone5-1.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0
6bb6b3143790f0870f39e80cd3d6bd78fb3a9a57.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6C2FB05FA6D7083FBB5587C226C37E05466F9573.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
6c93ef2106647eb9e9322de5d106ae9df6146277.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6d02439c416349545211e382bc0f27b2383123f1.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6d43b3bc85770fafeb598eb5297bc341.apk,1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1
6db96e8a52382fa6f2d3220b592d7ae92f1d78f2.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6dba2c4cc420d3c43067cd0f8a86e1718f9639cb.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6dbef6bf711c74227550da5a033a0ae4c4c1c1cb.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
6E93A7F7911B3E9B522BE4B8F950CCA4.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
6FD9C0C65EE41B2E46A246AF0DD93B72460C0089.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
701D57504444344B8D5E79BCABCD3DCA.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
714F062E798DCA9A136B9A7C408846BE90B3CB45.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
7220C948659F9990040C9C20D5FD04EF.apk,1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
7276e76298c50d2ee78271cf5114a176.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
727a33c78e4329ee5e1586a13ee867132790e436.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
737395cf1bccbc23531fb109b4a8ee1e8cce26b4.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
73ff558ea62c0835761eced6b292cc930728cf43.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
74333980ae5bafcb25a9031fb46275435cdbba2e.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
749ff6f09b3b6de044ddadf447860b7fd63d8672.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
74d9dc5a2c95e9eaa880ec11a32d9b109794474b.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
74e09c5f57d5a040c86a86cdad7f04fa.apk,1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
75459a5009bf08067a1e15ee4e2992c23e00433c.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
75f31fe1a07986080b6a6f4cd2d9347cc72201b4.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
761c6c36d81c1edd9e0645447a4e638d7d88356e.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
766a65fe6d1e4be4551d7d30a1b4539f19991e0e.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
7683D2F01BF49BED435FE7C2F171A844.apk,1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
76f3739c16fb978eafde4ebfae105dc8a94731a5.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
780b5f7c07ab98de7d8d07eed781973a415ebc5d.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
780d5124b448249d948a60b43775a424634024ac.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
7828066c4804b6364a6f55b6aff3b657899a9d99.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
792BBB3DDC46E3D0E640D32977434ACA.apk,1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1
7A99B60349703AED3AB28F498320F247.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
7BE86AC234A1DCE5063F45BCA341337C3CADC450.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
7c0e0b1ca01e97c2f0d043eb0aabe61cae6216f7.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0
7C3F693D0B0EA6C6FDBB078E56D7E71FFAF648B8.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
7e939552f5b97a1f58c2202e1ab368f355d35137057ae04e7639fc9c4771af7e.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
7EBA711410F80CD405AD9FD1DC590C4A.apk,1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
7ECB7A1FA96E18B85ED10D83537CFD3C_power_battery.apk,1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0
82B1006A5F45A6D2BAF69544414ADA81.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
82D89319FABD998328CC6D4EFC4DB863.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
83c4aa1deb06060db6fae4e13630ed18c6ebe6babc187443b5f4c265c2ee074f.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0
83E56809B1662BE002F4E1C4BCD3AEF90D060D8F.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
856823203A29B767D473BD6C850ED0296CC41A52.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
85CE55DC130F214B0567987EDFF77DC0.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
86BF3FAE93B0AE555584860AB4311BB0.apk,1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1
88870ad3c7bd42cfe1d728b4a4ccc104.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
88B23B6A5C1B72AEFF2FC42E05C173A7.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8959513F65BCCA6F16FAEF59AD2D152F.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
8C7C8231DF0D799B12274B8B39C882B8.apk,1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
8D0A03981DAA93210E184E7FFF02883C.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
8D52070201F2A81FB1298E133D74057C.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
8D52070201F2A81FB1298E133D74057C.apk.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
8d574d94ba9445979723cfc810637fd84d4c06e1.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
91B59AB5BFA7366A6EADA67103D9598CCF1CFDC5.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
93172b122577979ca41c3be75786fdeefa4b80a6c3df7d821dfecefca1aa6b05.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
93BB6B7934080541985A7BDF0EFE34136C1650D3.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
9762441D52BDEC725EFF6F2F65E721E9.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
9887AF7E945EF3491880AE66FB6B07A2796A6CE2.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
99E42DFA2C847FF0511F7C442999FFAA.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
9C9AFD6B77D8D3A66A2DB2D2CF0B94B3.apk,1, 1, 0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
9E36414341E4DBAA113980F7D900E0AC4BAA4103.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
9E9D9A3717EED4D558A3F5EDDB260901.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
9F931499765E85954D468FB63072A29A7E193FF7.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
9FD0480FA11FE7760311F6775D4DCAA6B94BA792.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
A08A1E3AB778C5A83F017FDC22DB181EE1C906E9.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
A1587F10849162156591BE75E705D586AA8EC74D.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
a15b704743f53d3edb9cdd1182ca78d1.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
A18818CB3FB6F189560991CEF6D1F929.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
a22b55aaf5d35e9bbc48914b92a76de1c707aaa2a5f93f50a2885b0ca4f15f01.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
A2895B80515FBC7C1B9EEA3D39A214FC777BDBB2.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
A4D6033F66DA3BE83CBF80724CA013D1.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
A72AA534973EEAF0782A246D502107A3.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
a94cac6df6866df41abde7d4ecf155e684207eedafc06243a21a598a4b658729.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0
AA6655B409B647065E19758AE5D242EA.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
aac4d15741abe0ee9b4afe78be090599.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
AD6154BEC63F5FAE6F948AA6697CD087B4B1F60C.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
AdWare.AndroidOS.Mobidash_2CC4C6FBD486903ACF783FEFC018411E.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0
AdWare.AndroidOS.Mobidash_788FC58A662D815C3B2B49FAFDB8BDCA.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
AdWare.AndroidOS.Mobidash_8C524CB2AE42F7F01FCBAF0B1FAC9FCC.apk,1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0
AF7A8D32865E8CAF51A99C52834D4422.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
AFD36FC8ED8A432A44695D29FABA440558A3AF24.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0
alfasafe.apk,1, 1, 0, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0
Android.Beita_com.beita.contact_10953B741D166D9E22937FE00FBF1038.apk,1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
Android.Core.Defender.apk,1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Android.Hehe_2AF4DE1DF7587FA0035DCEFEDEDAEDAE.apk,1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Android.Hehe_2B41FBFB5087F521BE193D8C1F5EFB4C.apk,1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Android.Hehe_8265041ACA378D37006799975FA471D9.apk,1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Android.Hehe_9507F93D9A64D718682C0871BF354E6F.apk,1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Android.Hehe_AA0ED04426562DF25916FF70258DAF6C.apk,1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Android.Titan.1_40271C85ADE6DB263CE496CD51943518.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
Android.Titan.1_B184ACCCE8313F879253A224998F3054.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 0, 0, 0
AndroidVibleaker_a707cb76e566321c08b8ba8f5c89cb0cf41125468366f5b8fdad8c6fa526deb4.apk,1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Angry_BirdTransformers_1.1.0.apk,0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
apk.apk,1, 1, 1, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_rathiisarun.Ipad2App-92c76500a5126f11e392305424771fac.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_rathiisarun.XrayScanner-3e0ff9d85577e7aab8c3ab0771a87eb5.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.BloonsTD4-1-1.2.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.CallOfDutyZombies-1-1.3.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.GangstarRioCityofSaints-1-1.5.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.GangstarWestCoastHustle-1-1.6.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.JetpackJoyride-1-1.1.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.MaddenNFL12-1-1.2.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.RopenFly-1-1.4.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.TouchGrind-1-1.5.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
appinventor.ai_T10D78.ZombieHighway-1-1.7.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
B0E22A785041229A644F015472E738BA_1074810_371221__ghostiderfireflamessremixFAMOUS3DAPPS.apk,1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
B5BCAB6FE08C9B6229F5D053705DEE9B.apk,1, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0
b9622e587ae28cfff8ffc5645221e422.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Backflash_A3EB6B30E23146D9D44103ADDC71A41B.apk,1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 1, 0, 1, 0, 1
BC2EEE6F861843EA6FE5A4A14CB44372.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0
BEE3746684B072867A5B202BFC5527DD.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
BF7B72DBB2A9155DABC4EDA31D273B92.apk,1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0
