NAME,INTERNET,ACCESS_NETWORK_STATE,WRITE_EXTERNAL_STORAGE,READ_PHONE_STATE,VIBRATE,ACCESS_COARSE_LOCATION,WAKE_LOCK,ACCESS_FINE_LOCATION,RECEIVE_BOOT_COMPLETED,ACCESS_WIFI_STATE,READ_CONTACTS,WRITE_SETTINGS,GET_ACCOUNTS,CAMERA,CALL_PHONE,WRITE_CONTACTS,GET_TASKS,RECORD_AUDIO,READ_HISTORY_BOOKMARKS,WRITE_HISTORY_BOOKMARKS
Ayurvedic-Book_v1.0.2pakage.apk,1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0
Ayurvedic-Herbs\xe2\x9c\xbd-Medicine-Book_v1.4pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Azar_v3.10.10-armpakage.apk,1, 1, 1, 0, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0
Back-Up_v2.0.2pakage.apk,1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Background-(HD-Wallpapers)_v1.5pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
Backgrounds-HD-(Wallpapers)_v4.8.12pakage.apk,1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bacterial-Vaginosis-Symptoms_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bangla-Choti-Golpo-\xe0\xa6\xac\xe0\xa6\xbe\xe0\xa6\x82\xe0\xa6\xb2\xe0\xa6\xbe-\xe0\xa6\x9a\xe0\xa6\x9f\xe0\xa6\xbf_v3.0pakage.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bangla-Choti-Golpo_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bangla-Dictionary_veclairpakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BANGLA-JADU-BA-MAGIC-SHIKHON_v0.0.2pakage.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bangla-Keyboard_v1.1pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bartaman-Patrika_v1.0.6pakage.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bass-Booster-and-Equalizer_v1.0.9pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
Bass-Booster-EQ-Music-Player_v1.1.3pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0
Bass-Booster_v1.4.5pakage.apk,1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Battery-100-Alarm_v3.3pakage.apk,1, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Battery-Doctor-(Power-Saver)_v5.39pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0
Battery-Saver-Doctor_v1.2.1pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BBC-Hindi_v3.9.5.22pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
BBC-News_v3.9.4.29+GNLpakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Beard-Styles-Photo-Editor_v1.6pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Beauty-Camera_v5.0.9.0pakage.apk,1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0
Beauty-Plus-Face-Maker_v2.9pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Beauty-Plus-Smooth-camera_v1.0.7pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
BeautyDerm_v2.0pakage.apk,1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BeautyPlus-Easy-Photo-Editor_v6.2.11pakage.apk,1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0
BeautyPlus-Me-\xe2\x80\x93-Perfect-Camera_v1.0.2pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Bengali-Anandabazar-Patrika_v1.1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bengali-Calendar-(India)_v3.0.20pakage.apk,1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bengali-Calendar-Panjika-2017_v1.0.6pakage.apk,1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0
Bengali-NewsPapers-Online_v1.0.1pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Best-DJ-Mix-Software_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Best-Free-UC-Browser-Guide_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Best-Launcher_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Best-Whatsapp-Messenger-Guide_v1.2pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
bhakti-song-mp3_v1.0pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0
Bible_v7.1.1pakage.apk,1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0
Bike-Photo-Frame_v1.1pakage.apk,1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Bimari-Lakshan-Aur-Upay_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bimari-se-kaise-bach-ke-Rahe_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bimariyo-ka-Jad-se-Ilaaj_v1.3pakage.apk,1, 1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Biology-Dictionary_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Birthday-Greeting-Cards-Maker_v17.0.6pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
BlackmartAlpha.net_v2.5pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Blend-Collage-Free_v2.1pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Blood-Group-Detector-Prank_v1.0pakage.apk,1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Blood-Group-Scanner-Prank_v4pakage.apk,1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Blood-Pressure-Check-Prank_v1.0pakage.apk,1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Blood-Sugar-test-Prank_v1.4pakage.apk,1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Blue-Windows-7-GoLauncher-Free_v1.01pakage.apk,1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Bluetooth-App-Sender_v2.8pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
Blur-Image-Background_v1.11pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
BMTC-Bus-App-Bangalore_v2.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Boo-Music-Player_v0.170.1pakage.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Book-A-Doctor_v2pakage.apk,1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Book-Ola-Uber-or-Easy-Cabs_v0.0.9pakage.apk,1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0
Booking.com-Hotel-Reservations_v11.4.1pakage.apk,1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0
Boom-Music-Player_v1.3pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Boys-Photo-Editor_v1.0pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Browser-4G_v1.0pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 1, 1
Browser-Beta_v2.02pakage.apk,1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 1, 1, 1
BTV-NEWS_v1.5pakage.apk,1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Burrp--Restaurants-Near-Me_v5.4pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
BusExpress_v0.0.4pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Butterfly-Photo-Frames_v2.0pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Calculator-Vault--Gallery-Lock_v9.3pakage.apk,1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0
Call-Limo_v1.0pakage.apk,1, 1, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Call-Recorder---ACR_v18.7pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0
Call-Recorder---Automatic_v1.1.48pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
Call-Recorder--Mpro_v1.0pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
Call-Recorder_v1.3.13pakage.apk,1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 0
Call-Voice-Changer---IntCall_v8.0pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0
Callapps_v1pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0
Caller-ID--Mobile-Locator_v2.0.6pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 0, 0
Caller-ID--Number-Locator_v3.4.2pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 0, 0, 0
Caller-ID--Number-Tracker_v1.0.987_Mpakage.apk,1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
Caller-ID-Pro_v1.78pakage.apk,1, 1, 0, 1, 0, 1, 0, 0, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
Caller-Name-Announcer---Free_v2.1.8pakage.apk,1, 1, 0, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
Caller-Name-Announcer_v3.2pakage.apk,1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0
Caller-Name-Ringtone_v1.3pakage.apk,1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Caller-Name-Speaker-\xe2\x80\x93-Free_v2.0.2pakage.apk,1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0
Caller-Name-Speaker_v1.1pakage.apk,1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0
Caller-Screen-Photo-Editor_v1.0.1pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 1, 0, 1, 0, 0
Calls-Blacklist---Call-Blocker_v3.1.10pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0
Camaras-DGT_v4pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Camera-360-Selfies---Bestie_v3.8.6pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0
Camera360---Photo-Editor_v8.0.6pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 1, 0, 0
Candle-Blow-Screen-Lock_v2.13pakage.apk,1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0
Candy-Camera_v3.14pakage.apk,1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 0, 1, 0
Candy-selfie---new-z-camera_v1.5.99pakage.apk,1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Car-Booking-App_v1.0pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
Car-Info-Vehicle-Registration_v1.2pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-Info_v1.1pakage.apk,1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-Key-Lock-Remote-Simulator_v1.2.7pakage.apk,1, 1, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Car-Photo-Background-Changer_v4.2pakage.apk,1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Car-Registration-Info_v1.0pakage.apk,1, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Careem---Car-Booking-App_v7.3.2pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
Cartoon-Photo-Editor_v6.3.6pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Cartoon-Photo-Filters_v1.5.8pakage.apk,1, 1, 1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0
CCTV-Arus-Mudik_v1.0pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Cell-Phone-Location-Tracker_v12.0.2pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0
Cell-Tracker_v2.1pakage.apk,1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Central-das-Not\xc3\xadcias_v3.0.1.1pakage.apk,1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Chaatz---Messenger-to-Express_v2.0.9pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0
ChannelsTV-Mobile-for-Androids_v2.0.1pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
ChatON_v3.5.839pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0
Cheerful-Boats_v2.5pakage.apk,1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0
Chemistry-Answers-12-for-NCERT_v1.4pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Chemistry-Lab-Suite_v3.0.1pakage.apk,1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Chennai-MTC-Info_v9.0pakage.apk,1, 1, 1, 0, 1, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Chestnut-Flashlight_v1.3.6pakage.apk,1, 1, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Chrome-Browser---Google_v54.0.2840.85pakage.apk,1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 0, 1, 1, 1
City-Guide_v1.7pakage.apk,1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0
Clap-and-find-phone_v11.0pakage.apk,1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0
Clap-to-find-phone_v3.0pakage.apk,1, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0
clash-fhx-of-coc_v1.0pakage.apk,1, 1, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Clash-Of-FHX-COC_v1.3.0pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Clean-Android_v1.1.1.9pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Clean-Master-Lite-(Boost)_v2.0.7pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1
Clean-Master-Theme\xef\xbc\x88Authorized\xef\xbc\x89_v1.2.4pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Clean-Master-x86-(Intel-CPU)_v5.12.7pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 1, 1, 1, 0, 0, 1, 0, 1, 1
Cleartrip---Travel-+-Local_v16.11.1pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0
Clinical-Examination--Skill_v2.0.1pakage.apk,1, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
CM-Launcher-3D-Theme_Wallpaper_v3.26.6pakage.apk,1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0
CMS-(Mobile)_v1.0pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0
CNN-Breaking-US--World-News_v2.9.4pakage.apk,1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0
Collage-Photo-Maker-Pic-Grid_v1.4.4pakage.apk,1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Color-Flash-Alert--Call_v1.0pakage.apk,1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Color-Flash-Light-Alerts-Call_v1.1pakage.apk,1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Color-Flashlight-Alert_v1.0pakage.apk,1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Color-Flashlight_v1.0pakage.apk,1, 1, 1, 1, 0, 0, 1, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0
Color-Splash-Effects_v1.0pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
Color-Touch-Photo-Effects_v1.2pakage.apk,1, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
Colorful-Rain_v1.1.4pakage.apk,1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
COMS_v1.0pakage.apk,1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
